3.912250000000000000e+03	3.924000000000000000e+03	3.948250000000000000e+03	3.972750000000000000e+03
3.924000000000000000e+03	3.948250000000000000e+03	3.972750000000000000e+03	3.979250000000000000e+03
3.948250000000000000e+03	3.972750000000000000e+03	3.979250000000000000e+03	4.005250000000000000e+03
3.972750000000000000e+03	3.979250000000000000e+03	4.005250000000000000e+03	4.033250000000000000e+03
3.979250000000000000e+03	4.005250000000000000e+03	4.033250000000000000e+03	3.993250000000000000e+03
4.005250000000000000e+03	4.033250000000000000e+03	3.993250000000000000e+03	3.964810058999999910e+03
4.033250000000000000e+03	3.993250000000000000e+03	3.964810058999999910e+03	3.935250000000000000e+03
3.993250000000000000e+03	3.964810058999999910e+03	3.935250000000000000e+03	3.890587645999999950e+03
3.964810058999999910e+03	3.935250000000000000e+03	3.890587645999999950e+03	3.930750000000000000e+03
3.935250000000000000e+03	3.890587645999999950e+03	3.930750000000000000e+03	3.909229980000000069e+03
3.890587645999999950e+03	3.930750000000000000e+03	3.909229980000000069e+03	3.892250000000000000e+03
3.930750000000000000e+03	3.909229980000000069e+03	3.892250000000000000e+03	3.857367432000000008e+03
3.909229980000000069e+03	3.892250000000000000e+03	3.857367432000000008e+03	3.842510009999999966e+03
3.892250000000000000e+03	3.857367432000000008e+03	3.842510009999999966e+03	3.884750000000000000e+03
3.857367432000000008e+03	3.842510009999999966e+03	3.884750000000000000e+03	3.926739990000000034e+03
3.842510009999999966e+03	3.884750000000000000e+03	3.926739990000000034e+03	3.998550048999999944e+03
3.884750000000000000e+03	3.926739990000000034e+03	3.998550048999999944e+03	4.017050048999999944e+03
3.926739990000000034e+03	3.998550048999999944e+03	4.017050048999999944e+03	4.002313231999999971e+03
3.998550048999999944e+03	4.017050048999999944e+03	4.002313231999999971e+03	4.004750000000000000e+03
4.017050048999999944e+03	4.002313231999999971e+03	4.004750000000000000e+03	4.000149902000000111e+03
4.002313231999999971e+03	4.004750000000000000e+03	4.000149902000000111e+03	3.998239990000000034e+03
4.004750000000000000e+03	4.000149902000000111e+03	3.998239990000000034e+03	3.996580077999999958e+03
4.000149902000000111e+03	3.998239990000000034e+03	3.996580077999999958e+03	3.989750000000000000e+03
3.998239990000000034e+03	3.996580077999999958e+03	3.989750000000000000e+03	3.995080077999999958e+03
3.996580077999999958e+03	3.989750000000000000e+03	3.995080077999999958e+03	4.007419922000000042e+03
3.989750000000000000e+03	3.995080077999999958e+03	4.007419922000000042e+03	4.036120116999999937e+03
3.995080077999999958e+03	4.007419922000000042e+03	4.036120116999999937e+03	4.068250000000000000e+03
4.007419922000000042e+03	4.036120116999999937e+03	4.068250000000000000e+03	4.063580077999999958e+03
4.036120116999999937e+03	4.068250000000000000e+03	4.063580077999999958e+03	4.063080077999999958e+03
4.068250000000000000e+03	4.063580077999999958e+03	4.063080077999999958e+03	4.078550048999999944e+03
4.063580077999999958e+03	4.063080077999999958e+03	4.078550048999999944e+03	4.026919922000000042e+03
4.063080077999999958e+03	4.078550048999999944e+03	4.026919922000000042e+03	4.030919922000000042e+03
4.078550048999999944e+03	4.026919922000000042e+03	4.030919922000000042e+03	3.970704834000000119e+03
4.026919922000000042e+03	4.030919922000000042e+03	3.970704834000000119e+03	4.048290038999999979e+03
4.030919922000000042e+03	3.970704834000000119e+03	4.048290038999999979e+03	3.993189941000000090e+03
3.970704834000000119e+03	4.048290038999999979e+03	3.993189941000000090e+03	3.977419922000000042e+03
